,Currency1,Othercurrency,STD,MEAN
0,Currency1,EUR,0.8310132854059404,0.010194852268776996
1,Currency1,KES,109.46752475247527,0.5634792027051111
2,Currency1,GBP,0.7254203869069309,0.007166326512809915
3,Currency1,TRY,7.483343564356435,0.37108068028822017
